run_date,run_at,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,tso_forecast_mw,actual_mw,context_start,context_end,source
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-07 18:00:00+00:00,8776.0425,8776.0425,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-07 19:00:00+00:00,8634.807499999999,8634.807499999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-07 20:00:00+00:00,8592.744999999999,8592.744999999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-07 21:00:00+00:00,8247.067500000001,8247.067500000001,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-07 22:00:00+00:00,7202.8025,7202.8025,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-07 23:00:00+00:00,6888.37,6888.37,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 00:00:00+00:00,7099.3275,7099.3275,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 01:00:00+00:00,7018.3625,7018.3625,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 02:00:00+00:00,6941.035,6941.035,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 03:00:00+00:00,6786.139999999999,6786.139999999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 04:00:00+00:00,6914.0825,6914.0825,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 05:00:00+00:00,7319.815,7319.815,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 06:00:00+00:00,7647.7,7647.7,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 07:00:00+00:00,8063.0525,8063.0525,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 08:00:00+00:00,8436.0,8436.0,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 09:00:00+00:00,8753.54,8753.54,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 10:00:00+00:00,8992.8975,8992.8975,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 11:00:00+00:00,8881.285,8881.285,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 12:00:00+00:00,8527.7925,8527.7925,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 13:00:00+00:00,8326.475,8326.475,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 14:00:00+00:00,8086.5925,8086.5925,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 15:00:00+00:00,8122.74,8122.74,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 16:00:00+00:00,8169.4575,8169.4575,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 17:00:00+00:00,8154.89,8154.89,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-07 18:00:00+00:00,8702.2125,8776.0425,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-07 19:00:00+00:00,8506.6975,8634.807499999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-07 20:00:00+00:00,8295.375,8592.744999999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-07 21:00:00+00:00,7961.925,8247.067500000001,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-07 22:00:00+00:00,7449.3225,7202.8025,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-07 23:00:00+00:00,7190.8725,6888.37,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 00:00:00+00:00,6940.9125,7099.3275,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 01:00:00+00:00,6836.6025,7018.3625,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 02:00:00+00:00,6680.8425,6941.035,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 03:00:00+00:00,6757.8925,6786.139999999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 04:00:00+00:00,6778.27,6914.0825,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 05:00:00+00:00,6989.29,7319.815,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 06:00:00+00:00,7290.35,7647.7,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 07:00:00+00:00,7713.0875,8063.0525,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 08:00:00+00:00,8057.38,8436.0,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 09:00:00+00:00,8514.185,8753.54,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 10:00:00+00:00,9025.7825,8992.8975,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 11:00:00+00:00,9127.5425,8881.285,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 12:00:00+00:00,8719.16,8527.7925,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 13:00:00+00:00,8411.045,8326.475,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 14:00:00+00:00,8098.1525,8086.5925,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 15:00:00+00:00,7945.02,8122.74,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 16:00:00+00:00,7819.9375,8169.4575,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-08-08 17:00:00+00:00,7956.2125,8154.89,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-07 18:00:00+00:00,8585.83619128355,8776.0425,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-07 19:00:00+00:00,8399.79878880663,8634.807499999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-07 20:00:00+00:00,8297.514429842464,8592.744999999999,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-07 21:00:00+00:00,7905.791290582896,8247.067500000001,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-07 22:00:00+00:00,6854.116136090433,7202.8025,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-07 23:00:00+00:00,6539.766356813532,6888.37,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-08 00:00:00+00:00,6765.2398501110165,7099.3275,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
2026-08-07,2026-08-10T08:10:37+00:00,BE,load,ridge_3mo_context,Ridge with covariates,Temp+tso_forecast,2208,2026-08-08 01:00:00+00:00,6651.355426558062,7018.3625,,2026-05-07 18:00:00+00:00,2026-08-07 17:00:00+00:00,online
